elect_dist,republican,democratic,green,libertarian,year
75073,74,600,14,13,2016
75074,82,459,12,9,2016
75075,68,290,5,4,2016
75076,83,404,10,9,2016
75077,29,285,6,5,2016
75078,37,361,5,4,2016
75079,35,517,8,8,2016
75080,68,650,18,9,2016
75081,53,522,7,2,2016
75082,54,683,13,12,2016
75083,84,529,10,11,2016
75084,100,707,5,16,2016
75085,45,431,7,4,2016
75086,31,100,0,10,2016
75087,110,556,6,17,2016
75088,107,460,6,6,2016
75089,61,198,0,8,2016
75090,72,272,3,8,2016
75091,144,406,0,12,2016
75092,103,446,2,9,2016
75093,0,4,0,0,2016
75094,84,388,2,8,2016
75095,103,450,8,5,2016
75096,68,404,7,12,2016
75097,100,623,8,12,2016
75098,58,463,0,10,2016
75099,58,480,9,11,2016
75100,42,464,4,14,2016
75101,0,0,0,0,2016
75102,0,0,0,0,2016
75103,0,0,0,0,2016
75104,0,0,0,0,2016
75105,0,0,0,0,2016
75106,0,0,0,0,2016
76001,104,720,12,18,2016
76002,128,467,9,11,2016
76003,110,405,5,8,2016
76004,112,452,2,7,2016
76005,105,376,4,9,2016
76006,158,636,12,12,2016
76007,84,362,16,17,2016
76008,103,452,3,10,2016
76009,119,395,1,12,2016
76010,139,755,9,22,2016
76011,89,464,12,4,2016
76012,83,379,6,8,2016
76013,156,709,5,18,2016
76014,147,571,2,10,2016
76015,57,329,3,9,2016
76016,128,638,14,23,2016
76017,105,443,4,13,2016
76018,123,730,8,22,2016
76019,215,641,14,11,2016
76020,136,619,5,12,2016
76021,158,610,8,8,2016
76022,151,512,3,16,2016
76023,107,387,6,13,2016
76024,103,492,4,7,2016
76025,135,647,6,17,2016
76026,127,575,4,22,2016
76027,108,596,7,10,2016
76028,118,552,7,12,2016
76029,70,358,5,11,2016
76030,72,326,2,11,2016
76031,145,521,4,20,2016
76032,119,474,14,11,2016
76033,147,493,5,6,2016
76034,120,582,5,12,2016
76035,179,757,7,15,2016
76036,63,380,6,10,2016
76037,86,408,6,7,2016
76038,78,459,9,11,2016
76039,121,534,2,12,2016
76040,112,597,5,11,2016
76041,112,568,13,12,2016
76042,98,479,1,11,2016
76043,94,485,3,22,2016
76044,86,544,5,10,2016
76045,78,416,5,4,2016
76046,182,709,7,13,2016
76047,90,374,7,15,2016
76048,88,420,3,13,2016
76049,123,582,4,10,2016
76050,144,463,11,9,2016
76051,123,636,6,12,2016
76052,88,430,2,9,2016
76053,132,751,15,22,2016
76054,98,692,16,23,2016
76055,119,576,8,21,2016
76056,148,644,7,20,2016
76057,100,560,7,21,2016
76058,129,535,2,17,2016
76059,120,745,9,20,2016
76060,65,450,4,7,2016
76061,90,503,3,9,2016
76062,76,426,7,17,2016
76063,73,433,6,15,2016
76064,81,493,5,21,2016
76065,165,663,11,14,2016
76066,94,539,10,21,2016
76067,109,598,5,13,2016
76068,121,566,10,10,2016
76069,93,536,8,14,2016
76070,52,412,6,10,2016
76071,125,627,6,18,2016
76072,152,728,9,17,2016
76073,122,703,6,18,2016
76074,64,461,5,11,2016
76075,125,598,8,17,2016
76076,55,412,9,16,2016
76077,87,543,7,14,2016
76078,73,444,2,9,2016
76079,129,755,8,27,2016
76080,65,486,10,9,2016
76081,67,418,4,7,2016
76082,58,313,5,6,2016
76083,89,711,28,4,2016
76084,84,624,18,17,2016
76085,56,360,10,4,2016
76086,58,432,12,8,2016
76087,19,177,4,5,2016
76088,106,548,6,12,2016
76089,107,650,15,19,2016
76090,0,0,0,0,2016
76091,0,0,0,0,2016
76092,0,0,0,0,2016
76093,0,0,0,0,2016
76094,0,0,0,0,2016
76095,0,0,0,0,2016
76096,0,0,0,0,2016
76097,0,0,0,0,2016
76098,0,0,0,0,2016
77001,10,200,2,2,2016
77002,11,219,2,1,2016
77003,10,378,1,0,2016
77004,19,464,5,0,2016
77005,20,702,8,4,2016
77006,28,617,1,4,2016
77007,29,672,4,4,2016
77008,22,700,3,0,2016
77009,36,720,7,1,2016
77010,32,522,0,3,2016
77011,32,676,3,2,2016
77012,26,590,5,1,2016
77013,28,660,7,2,2016
77014,36,424,1,4,2016
77015,32,572,7,3,2016
77016,21,404,2,0,2016
77017,7,195,1,1,2016
77018,20,493,2,0,2016
77019,23,498,6,4,2016
77020,28,447,4,1,2016
77021,26,478,6,1,2016
77022,29,520,0,2,2016
77023,29,713,2,2,2016
77024,23,550,5,2,2016
77025,22,628,7,1,2016
77026,12,207,1,0,2016
77027,20,608,6,1,2016
77028,22,594,4,3,2016
77029,14,164,2,0,2016
77030,11,290,5,1,2016
77031,3,72,0,0,2016
77032,1,73,1,1,2016
77033,17,356,3,2,2016
77034,35,604,6,0,2016
77035,19,584,4,1,2016
77036,17,301,1,4,2016
77037,11,414,2,0,2016
77038,15,295,3,4,2016
77039,23,526,6,2,2016
77040,17,362,6,1,2016
77041,23,419,2,2,2016
77042,32,588,2,1,2016
77043,21,516,8,1,2016
77044,33,575,5,1,2016
77045,11,338,3,3,2016
77046,50,529,5,2,2016
77047,15,469,5,2,2016
77048,33,599,6,1,2016
77049,8,195,2,1,2016
77050,21,550,5,5,2016
77051,18,528,1,3,2016
77052,5,95,1,0,2016
77053,10,453,2,3,2016
77054,12,490,3,3,2016
77055,15,520,5,0,2016
77056,18,469,7,0,2016
77057,22,447,15,7,2016
77058,11,621,8,4,2016
77059,17,317,5,2,2016
77060,23,364,5,0,2016
77061,10,168,3,1,2016
77062,7,445,3,1,2016
77063,18,543,2,1,2016
77064,14,148,1,1,2016
77065,23,627,10,3,2016
77066,3,56,1,0,2016
77067,15,343,3,0,2016
77068,9,371,5,3,2016
77069,0,0,0,0,2016
77070,0,0,0,0,2016
77071,17,400,1,2,2016
77072,22,388,7,3,2016
77073,0,0,0,0,2016
77074,19,379,2,3,2016
77075,16,228,4,2,2016
77076,13,265,7,0,2016
77077,5,259,0,1,2016
78001,16,604,3,1,2016
78002,20,617,6,2,2016
78003,33,257,6,2,2016
78004,42,568,5,5,2016
78005,51,549,7,1,2016
78006,58,617,8,4,2016
78007,27,134,5,2,2016
78008,56,427,11,7,2016
78009,17,360,9,4,2016
78010,20,428,5,2,2016
78011,27,429,4,2,2016
78012,22,408,1,1,2016
78013,27,486,5,2,2016
78014,18,427,4,1,2016
78015,22,257,4,0,2016
78016,18,297,1,4,2016
78017,8,252,0,0,2016
78018,17,450,0,3,2016
78019,33,442,2,1,2016
78020,30,433,9,1,2016
78021,21,320,4,1,2016
78022,14,333,6,2,2016
78023,32,604,5,3,2016
78024,46,631,7,1,2016
78025,36,441,1,3,2016
78026,18,534,8,2,2016
78027,24,500,1,3,2016
78028,31,360,5,4,2016
78029,24,509,2,3,2016
78030,70,569,8,4,2016
78031,45,484,10,2,2016
78032,55,395,8,6,2016
78033,77,658,21,6,2016
78034,30,393,9,3,2016
78035,26,139,3,0,2016
78036,37,479,7,2,2016
78037,4,57,1,0,2016
78038,51,542,9,3,2016
78039,36,180,4,6,2016
78040,90,615,17,3,2016
78041,110,448,8,4,2016
78042,0,3,0,0,2016
78043,8,183,1,0,2016
78044,25,264,3,1,2016
78045,35,512,9,8,2016
78046,32,576,4,2,2016
78047,25,519,10,6,2016
78048,49,639,15,5,2016
78049,30,526,7,6,2016
78050,31,506,10,6,2016
78051,23,421,1,7,2016
78052,29,565,11,0,2016
78053,16,500,6,5,2016
78054,16,305,5,3,2016
78055,0,0,0,0,2016
78056,0,0,0,0,2016
78057,0,0,0,0,2016
78058,0,0,0,0,2016
78059,13,185,0,1,2016
78060,26,451,7,3,2016
78061,24,291,2,0,2016
78062,25,288,7,1,2016
78063,9,241,2,1,2016
78064,14,341,5,1,2016
78065,20,270,6,1,2016
78066,20,285,2,2,2016
78067,44,322,7,3,2016
79001,20,599,3,2,2016
79002,18,426,3,1,2016
79003,15,464,5,3,2016
79004,15,336,1,0,2016
79005,9,534,3,0,2016
79006,28,356,2,2,2016
79007,16,469,6,2,2016
79008,10,296,6,0,2016
79009,6,221,5,1,2016
79010,17,581,6,4,2016
79011,18,185,6,1,2016
79012,7,117,2,0,2016
79013,34,581,6,2,2016
79014,8,144,1,1,2016
79015,18,428,1,0,2016
79016,16,425,6,1,2016
79017,27,476,2,3,2016
79018,13,399,3,2,2016
79019,18,302,1,0,2016
79020,15,351,4,0,2016
79021,19,294,3,1,2016
79022,10,268,2,0,2016
79023,18,373,6,1,2016
79024,24,441,2,1,2016
79025,19,455,4,4,2016
79026,18,391,1,1,2016
79027,24,548,1,1,2016
79028,39,696,6,3,2016
79029,0,0,0,0,2016
79030,23,370,5,2,2016
79031,7,445,5,1,2016
79032,17,370,5,2,2016
79033,12,355,3,1,2016
79034,21,404,5,0,2016
79035,17,493,4,2,2016
79036,6,177,1,0,2016
79037,4,249,1,0,2016
79038,7,531,3,3,2016
79039,17,571,0,0,2016
79040,24,650,4,4,2016
79041,11,519,4,2,2016
79042,25,513,3,2,2016
79043,18,345,2,3,2016
79044,32,545,2,2,2016
79045,31,683,5,4,2016
79046,14,587,4,1,2016
79047,26,609,5,0,2016
79048,13,349,6,0,2016
79049,13,382,6,2,2016
79050,22,468,2,2,2016
79051,14,429,3,4,2016
79052,25,575,9,6,2016
79053,20,462,9,0,2016
79054,12,304,6,1,2016
79055,7,101,1,2,2016
79056,29,472,7,3,2016
79057,22,587,6,3,2016
79058,23,474,4,1,2016
79059,31,462,4,1,2016
79060,14,244,4,1,2016
79061,22,500,7,5,2016
79062,28,524,3,2,2016
79063,20,540,1,4,2016
79064,3,240,0,0,2016
79065,18,463,4,2,2016
79066,12,402,3,1,2016
79067,10,246,2,0,2016
79068,21,604,5,2,2016
79069,52,912,16,3,2016
79070,8,309,2,1,2016
79071,20,577,1,2,2016
79072,22,544,6,2,2016
79073,30,350,4,2,2016
79074,2,90,1,0,2016
79075,33,525,6,0,2016
79076,34,405,9,1,2016
79077,3,142,3,2,2016
79078,5,199,4,1,2016
79079,3,223,1,0,2016
79080,0,0,0,0,2016
79081,0,0,0,0,2016
79082,18,846,3,1,2016
79083,14,489,6,1,2016
79084,33,519,4,1,2016
79085,11,316,1,0,2016
79086,20,488,2,0,2016
80001,60,226,8,2,2016
80002,18,253,4,8,2016
80003,276,124,2,7,2016
80004,143,174,10,2,2016
80005,92,105,3,3,2016
80006,125,183,4,6,2016
80007,108,206,4,2,2016
80008,80,233,6,3,2016
80009,44,226,3,1,2016
80010,97,324,6,0,2016
80011,16,112,1,2,2016
80012,32,211,0,1,2016
80013,57,358,2,4,2016
80014,15,321,7,1,2016
80015,30,230,5,1,2016
80016,96,568,13,4,2016
80017,32,482,10,3,2016
80018,135,222,4,2,2016
80019,114,129,0,7,2016
80020,99,332,11,7,2016
80021,64,538,13,11,2016
80022,33,341,10,3,2016
80023,115,490,14,6,2016
80024,64,680,14,7,2016
80025,60,465,10,4,2016
80026,52,337,7,6,2016
80027,89,200,2,4,2016
80028,119,284,10,6,2016
80029,54,102,5,2,2016
80030,220,262,11,7,2016
80031,239,401,5,8,2016
80032,143,174,6,3,2016
80033,124,148,4,9,2016
80034,119,275,6,1,2016
80035,110,205,4,2,2016
80036,111,383,12,1,2016
80037,105,167,2,0,2016
80038,64,290,4,5,2016
80039,92,283,7,1,2016
80040,25,248,3,2,2016
80041,75,638,9,5,2016
80042,31,335,1,0,2016
80043,59,326,3,2,2016
80044,60,283,2,2,2016
80045,96,521,6,3,2016
80046,24,194,3,0,2016
80047,54,311,4,3,2016
80048,30,280,2,0,2016
80049,4,82,1,1,2016
80050,44,565,9,5,2016
80051,49,159,1,2,2016
80052,35,476,13,0,2016
80053,21,302,4,1,2016
80054,19,133,3,4,2016
80055,62,632,6,1,2016
80056,19,506,2,2,2016
80057,26,241,2,5,2016
80058,58,360,5,4,2016
80059,11,90,2,1,2016
80060,27,625,12,3,2016
80061,4,89,1,1,2016
80062,33,373,7,4,2016
80063,23,473,1,4,2016
80064,25,382,4,1,2016
80065,13,559,5,1,2016
80066,98,272,5,1,2016
80067,87,351,4,4,2016
80068,96,319,3,4,2016
80069,18,143,2,1,2016
80070,50,403,4,5,2016
80071,42,330,10,1,2016
80072,0,0,0,0,2016
80073,29,277,0,2,2016
80074,18,606,5,4,2016
80075,0,10,0,0,2016
80076,63,275,4,4,2016
80077,32,522,7,2,2016
80078,41,590,10,6,2016
80079,54,525,9,2,2016
80080,63,649,10,6,2016
80081,54,637,10,2,2016
80082,38,232,9,3,2016
80083,62,486,18,3,2016
80084,52,543,11,5,2016
80085,56,581,10,2,2016
80086,44,627,4,5,2016
80087,17,210,5,1,2016
80088,0,0,0,0,2016
80089,0,0,0,0,2016
80090,0,0,0,0,2016
80091,0,0,0,0,2016
80092,0,0,0,0,2016
81001,21,404,6,1,2016
81002,57,487,2,3,2016
81003,14,166,1,0,2016
81004,57,615,8,4,2016
81005,38,538,5,7,2016
81006,53,474,6,2,2016
81007,69,591,9,8,2016
81008,22,264,4,4,2016
81009,23,359,2,3,2016
81010,13,157,4,0,2016
81011,9,104,0,0,2016
81012,69,527,15,7,2016
81013,39,258,6,1,2016
81014,61,345,12,5,2016
81015,77,497,16,4,2016
81016,0,0,0,0,2016
81017,23,582,6,1,2016
81018,31,561,5,1,2016
81019,18,345,2,5,2016
81020,56,577,7,7,2016
81021,34,491,1,1,2016
81022,15,431,9,1,2016
81023,32,575,3,1,2016
81024,27,369,5,0,2016
81025,134,172,4,6,2016
81026,97,182,6,10,2016
81027,153,158,7,3,2016
81028,149,199,9,9,2016
81029,126,140,5,6,2016
81030,181,199,7,10,2016
81031,159,167,4,5,2016
81032,149,157,2,5,2016
81033,72,397,12,9,2016
81034,66,383,12,3,2016
81035,65,322,14,5,2016
81036,119,661,17,7,2016
81037,74,533,7,9,2016
81038,37,621,4,2,2016
81039,36,299,9,5,2016
81040,49,568,6,3,2016
81041,125,528,13,11,2016
81042,36,148,1,1,2016
81043,81,308,9,5,2016
81044,81,209,7,3,2016
81045,16,113,1,1,2016
81046,28,206,2,5,2016
81047,32,113,5,2,2016
81048,60,363,8,4,2016
81049,81,285,13,8,2016
81050,67,389,18,2,2016
81051,63,317,10,9,2016
81052,44,147,2,4,2016
81053,55,135,0,4,2016
81054,91,493,15,11,2016
81055,129,442,11,2,2016
81056,136,455,12,10,2016
81057,81,257,14,4,2016
81058,85,351,8,6,2016
81059,118,226,11,6,2016
81060,157,308,6,9,2016
81061,60,185,9,2,2016
81062,66,358,7,3,2016
81063,137,334,9,5,2016
81064,120,685,6,7,2016
81065,144,411,10,10,2016
81066,82,213,3,5,2016
81067,67,298,7,2,2016
81068,92,432,13,7,2016
81069,138,516,10,7,2016
81070,30,147,2,1,2016
81071,159,626,9,14,2016
81072,115,435,12,9,2016
81073,81,349,8,3,2016
81074,87,407,6,6,2016
81075,82,445,10,8,2016
81076,85,390,7,10,2016
81077,79,386,11,3,2016
81078,141,637,13,12,2016
81079,151,444,7,9,2016
81080,86,502,12,7,2016
81081,53,371,7,2,2016
81082,71,329,8,5,2016
81083,75,342,14,2,2016
81084,122,580,15,4,2016
81085,50,217,3,1,2016
81086,119,372,4,10,2016
81087,71,349,7,5,2016
81088,128,294,10,7,2016
81089,66,337,5,4,2016
81090,46,371,8,5,2016
81091,59,343,3,7,2016
81092,15,321,5,1,2016
81093,34,497,5,1,2016
81094,47,424,4,0,2016
81095,44,208,10,3,2016
81096,41,311,5,2,2016
81097,20,421,10,2,2016
81098,35,398,9,3,2016
81099,67,588,13,4,2016
81100,18,386,9,1,2016
81101,0,0,0,0,2016
81102,0,0,0,0,2016
81103,0,0,0,0,2016
81104,4,18,1,0,2016
81105,0,0,0,0,2016
81106,0,0,0,0,2016
81107,2,84,0,0,2016
82001,366,157,5,10,2016
82002,318,238,2,3,2016
82003,213,112,4,4,2016
82004,318,168,9,5,2016
82005,295,354,5,6,2016
82006,187,284,4,3,2016
82007,213,245,7,9,2016
82008,135,445,8,4,2016
82009,160,245,4,4,2016
82010,187,488,7,10,2016
82011,148,347,6,6,2016
82012,16,324,5,1,2016
82013,17,426,0,0,2016
82014,10,176,1,3,2016
82015,26,470,6,1,2016
82016,136,312,5,3,2016
82017,223,365,10,8,2016
82018,67,246,2,0,2016
82019,118,206,2,3,2016
82020,166,199,5,8,2016
82021,91,207,1,3,2016
82022,158,352,6,4,2016
82023,51,408,9,4,2016
82024,137,370,9,5,2016
82025,157,324,8,6,2016
82026,0,0,0,0,2016
82027,31,272,4,1,2016
82028,61,521,6,4,2016
82029,25,126,3,1,2016
82030,64,438,2,5,2016
82031,75,716,3,6,2016
82032,188,330,9,5,2016
82033,168,268,5,7,2016
82034,134,240,5,7,2016
82035,218,362,13,5,2016
82036,231,443,5,6,2016
82037,125,316,1,3,2016
82038,91,335,9,2,2016
82039,189,434,12,6,2016
82040,215,230,6,2,2016
82041,277,231,2,6,2016
82042,130,135,3,6,2016
82043,254,194,4,1,2016
82044,257,210,8,4,2016
82045,229,146,4,4,2016
82046,267,173,6,4,2016
82047,254,177,8,8,2016
82048,291,208,9,7,2016
82049,375,215,6,7,2016
82050,91,212,3,2,2016
82051,158,390,8,6,2016
82052,196,365,17,11,2016
82053,99,296,6,9,2016
82054,1,49,0,0,2016
82055,163,196,6,4,2016
82056,163,255,3,15,2016
82057,154,213,4,5,2016
82058,213,218,5,8,2016
82059,5,25,0,0,2016
82060,233,270,8,7,2016
82061,240,303,7,14,2016
82062,219,240,13,10,2016
82063,183,236,7,5,2016
82064,72,269,4,3,2016
82065,57,725,10,5,2016
82066,40,365,7,0,2016
82067,34,441,1,2,2016
82068,22,347,2,1,2016
82069,29,376,3,2,2016
82070,23,319,3,4,2016
82071,19,379,1,4,2016
82072,27,389,4,3,2016
82073,22,359,4,2,2016
82074,23,308,3,4,2016
82075,13,304,1,0,2016
82076,14,312,8,1,2016
82077,17,399,4,1,2016
82078,28,437,2,1,2016
82079,26,439,5,2,2016
82080,0,0,0,0,2016
82081,30,374,6,1,2016
82082,21,250,4,6,2016
82083,11,85,0,0,2016
82084,27,480,5,1,2016
82085,34,335,6,1,2016
82086,21,330,5,2,2016
82087,17,346,3,1,2016
82088,15,388,4,5,2016
82089,28,406,1,2,2016
82090,30,361,8,2,2016
82091,20,201,0,2,2016
82092,34,491,1,6,2016
82093,27,374,4,1,2016
82094,20,373,9,2,2016
82095,31,502,6,5,2016
82096,22,326,5,1,2016
82097,43,400,5,1,2016
82098,42,473,3,1,2016
82099,16,444,6,3,2016
82100,29,386,7,2,2016
82101,15,363,1,2,2016
82102,18,347,5,1,2016
82103,19,310,2,3,2016
82104,18,420,3,3,2016
82105,25,408,5,1,2016
82106,1,0,1,0,2016
82107,74,131,1,3,2016
82108,0,1,0,0,2016
82109,36,237,1,4,2016
82110,0,0,0,0,2016
82111,0,0,0,0,2016
82112,0,0,0,0,2016
82113,0,0,0,0,2016
82114,0,0,0,0,2016
82115,0,0,0,0,2016
82116,0,0,0,0,2016
82117,0,0,0,0,2016
82118,0,0,0,0,2016
83001,35,676,11,8,2016
83002,5,95,0,0,2016
83003,14,361,3,0,2016
83004,15,201,1,2,2016
83005,6,110,1,2,2016
83006,18,455,3,1,2016
83007,10,504,3,6,2016
83008,16,353,4,3,2016
83009,13,407,1,3,2016
83010,20,692,1,2,2016
83011,20,506,6,0,2016
83012,0,0,0,0,2016
83013,24,639,7,1,2016
83014,23,747,11,2,2016
83015,15,611,10,1,2016
83016,9,583,3,0,2016
83017,9,500,0,2,2016
83018,11,495,6,2,2016
83019,14,394,4,1,2016
83020,6,392,3,0,2016
83021,12,446,2,0,2016
83022,20,407,4,4,2016
83023,14,403,6,2,2016
83024,7,226,5,2,2016
83025,10,378,3,0,2016
83026,15,270,4,0,2016
83027,31,547,4,2,2016
83028,24,632,7,4,2016
83029,18,363,1,0,2016
83030,26,442,6,0,2016
83031,13,484,4,0,2016
83032,17,539,3,2,2016
83033,19,466,5,1,2016
83034,14,540,4,0,2016
83035,19,408,2,2,2016
83036,15,243,1,0,2016
83037,5,441,2,0,2016
83038,13,507,4,1,2016
83039,15,427,2,0,2016
83040,8,379,2,1,2016
83041,12,364,2,1,2016
83042,12,457,0,3,2016
83043,8,425,4,1,2016
83044,13,547,2,5,2016
83045,13,546,1,2,2016
83046,25,423,4,3,2016
83047,23,428,7,0,2016
83048,13,442,3,1,2016
83049,14,437,1,2,2016
83050,22,538,4,2,2016
83051,10,512,2,3,2016
83052,18,518,5,2,2016
83053,14,435,2,0,2016
83054,10,384,0,0,2016
83055,11,554,4,1,2016
83056,19,524,7,1,2016
83057,12,468,5,3,2016
83058,7,335,1,3,2016
83059,16,553,4,3,2016
83060,15,214,2,0,2016
83061,6,325,5,3,2016
83062,6,261,2,3,2016
83063,10,343,3,1,2016
83064,12,419,3,1,2016
83065,12,359,2,0,2016
83066,25,562,4,2,2016
83067,25,606,10,3,2016
83068,0,1,0,0,2016
83069,24,717,9,2,2016
83070,46,576,7,1,2016
83071,30,574,7,1,2016
83072,19,365,6,3,2016
83073,13,506,1,1,2016
83074,33,502,3,1,2016
83075,24,569,6,2,2016
83076,26,575,5,2,2016
83077,11,484,7,0,2016
83078,16,406,3,4,2016
83079,22,629,6,5,2016
83080,14,462,2,5,2016
83081,24,574,5,1,2016
83082,19,541,3,2,2016
83083,25,477,4,0,2016
83084,5,46,0,0,2016
83085,12,244,5,1,2016
83086,17,298,0,1,2016
83087,0,0,0,0,2016
84001,28,550,4,1,2016
84002,22,528,1,3,2016
84003,27,523,3,2,2016
84004,18,501,1,2,2016
84005,28,456,6,3,2016
84006,26,571,4,0,2016
84007,23,500,3,1,2016
84008,40,706,3,3,2016
84009,22,363,3,0,2016
84010,18,549,5,0,2016
84011,24,571,3,1,2016
84012,20,416,2,0,2016
84013,31,532,6,1,2016
84014,34,473,10,3,2016
84015,12,293,1,0,2016
84016,27,655,3,6,2016
84017,8,189,2,2,2016
84018,6,129,2,1,2016
84019,21,501,1,0,2016
84020,15,449,7,5,2016
84021,0,75,4,0,2016
84022,12,112,0,1,2016
84023,17,500,2,3,2016
84024,26,422,7,3,2016
84025,22,530,13,0,2016
84026,7,207,1,0,2016
84027,6,283,2,1,2016
84028,28,613,3,1,2016
84029,11,364,4,3,2016
84030,10,295,5,0,2016
84031,8,266,2,1,2016
84032,4,248,0,0,2016
84033,23,377,3,1,2016
84034,28,610,4,0,2016
84035,24,372,3,3,2016
84036,5,153,0,0,2016
84037,20,405,6,0,2016
84038,33,411,8,2,2016
84039,46,504,7,5,2016
84040,19,465,5,1,2016
84041,29,395,7,1,2016
84042,20,479,7,2,2016
84043,22,431,6,1,2016
84044,20,423,4,1,2016
84045,24,341,1,2,2016
84046,20,357,2,4,2016
84047,7,167,3,4,2016
84048,42,405,4,0,2016
84049,12,186,10,0,2016
84050,19,349,9,2,2016
84051,35,773,3,3,2016
84052,26,556,4,2,2016
84053,0,0,0,0,2016
84054,29,444,4,4,2016
84055,28,419,6,3,2016
84056,14,439,7,3,2016
84057,30,456,7,3,2016
84058,34,420,9,3,2016
84059,20,450,8,3,2016
84060,30,378,4,2,2016
84061,15,431,2,2,2016
84062,18,353,5,0,2016
84063,8,362,7,2,2016
84064,26,537,3,3,2016
84065,17,383,5,5,2016
84066,34,504,4,2,2016
84067,16,364,7,0,2016
84068,9,367,2,3,2016
84069,18,207,2,1,2016
84070,7,229,3,2,2016
84071,48,515,1,2,2016
84072,37,506,6,4,2016
84073,4,115,2,0,2016
84074,30,453,4,4,2016
84075,25,403,5,1,2016
84076,5,43,2,0,2016
84077,14,373,3,1,2016
84078,2,108,0,0,2016
84079,1,4,0,0,2016
84080,18,438,5,1,2016
84081,0,0,0,0,2016
85001,28,579,4,5,2016
85002,38,427,5,7,2016
85003,60,560,7,3,2016
85004,43,416,1,0,2016
85005,46,486,8,5,2016
85006,29,250,1,4,2016
85007,39,413,5,3,2016
85008,44,542,8,4,2016
85009,22,326,7,0,2016
85010,19,382,1,2,2016
85011,14,489,2,2,2016
85012,24,549,3,3,2016
85013,7,510,8,2,2016
85014,11,298,4,0,2016
85015,24,465,4,4,2016
85016,4,273,2,2,2016
85017,8,421,3,0,2016
85018,9,20,2,0,2016
85019,8,587,5,1,2016
85020,18,512,4,5,2016
85021,14,521,2,2,2016
85022,18,390,1,1,2016
85023,6,314,0,0,2016
85024,19,544,4,6,2016
85025,17,595,8,5,2016
85026,22,419,5,3,2016
85027,23,241,1,2,2016
85028,1,57,0,0,2016
85029,11,336,2,1,2016
85030,16,434,3,4,2016
85031,14,514,7,4,2016
85032,47,556,8,2,2016
85033,31,460,7,4,2016
85034,18,402,3,0,2016
85035,0,0,0,0,2016
85036,3,71,0,0,2016
85037,11,528,1,2,2016
85038,7,344,3,1,2016
85039,19,524,3,1,2016
85040,13,258,4,2,2016
85041,38,542,3,0,2016
85042,20,380,6,5,2016
85043,35,314,2,1,2016
85044,17,382,0,3,2016
85045,38,510,5,1,2016
85046,12,322,3,0,2016
85047,23,402,7,4,2016
85048,32,440,5,5,2016
85049,34,588,3,3,2016
85050,23,467,5,3,2016
85051,19,334,5,0,2016
85052,21,466,1,3,2016
85053,31,473,9,3,2016
85054,41,453,10,1,2016
85055,39,565,5,1,2016
85056,12,216,1,0,2016
85057,22,346,6,1,2016
85058,28,494,6,4,2016
85059,36,572,6,1,2016
85060,17,381,2,1,2016
85061,20,245,2,0,2016
85062,28,475,13,1,2016
85063,28,439,2,1,2016
85064,18,452,3,1,2016
85065,24,547,7,1,2016
85066,39,519,2,0,2016
85067,21,418,6,2,2016
85068,38,505,4,1,2016
85069,16,495,2,1,2016
85070,19,356,2,0,2016
85071,0,0,0,0,2016
85072,0,0,0,0,2016
85073,0,0,0,0,2016
85074,0,0,0,0,2016
85075,0,0,0,0,2016
85076,0,0,0,0,2016
85077,0,0,0,0,2016
85078,0,0,0,0,2016
85079,0,0,0,0,2016
85080,13,180,1,0,2016
85081,12,391,5,2,2016
85082,19,283,3,2,2016
86001,14,587,4,2,2016
86002,21,524,5,5,2016
86003,22,366,2,1,2016
86004,21,306,1,0,2016
86005,11,320,2,1,2016
86006,17,413,1,1,2016
86007,19,406,0,2,2016
86008,28,596,1,1,2016
86009,14,480,2,2,2016
86010,18,333,2,1,2016
86011,17,378,5,2,2016
86012,38,500,5,2,2016
86013,23,541,5,2,2016
86014,32,556,9,0,2016
86015,21,489,3,6,2016
86016,24,602,7,4,2016
86017,27,486,5,3,2016
86018,27,510,8,4,2016
86019,30,445,8,4,2016
86020,35,600,9,5,2016
86021,2,65,0,0,2016
86022,19,485,11,2,2016
86023,19,360,11,1,2016
86024,32,553,4,2,2016
86025,15,439,6,1,2016
86026,23,415,2,1,2016
86027,25,396,5,2,2016
86028,23,445,7,2,2016
86029,21,476,3,1,2016
86030,31,363,11,2,2016
86031,24,399,2,5,2016
86032,18,489,3,3,2016
86033,19,495,6,4,2016
86034,21,601,3,1,2016
86035,23,594,1,1,2016
86036,31,571,7,1,2016
86037,28,490,8,4,2016
86038,11,220,3,2,2016
86039,21,360,3,3,2016
86040,26,528,4,3,2016
86041,17,403,5,1,2016
86042,1,9,0,0,2016
86043,2,116,0,0,2016
86044,11,178,1,0,2016
86045,21,415,4,1,2016
86046,11,425,2,0,2016
86047,18,691,9,1,2016
86048,21,330,4,3,2016
86049,27,484,8,2,2016
86050,19,519,2,4,2016
86051,13,424,6,2,2016
86052,26,485,6,3,2016
86053,18,384,3,3,2016
86054,23,600,3,0,2016
86055,25,475,6,5,2016
86056,44,518,4,2,2016
86057,24,424,2,2,2016
86058,32,468,5,0,2016
86059,33,464,3,3,2016
86060,0,40,0,0,2016
86061,19,314,3,2,2016
86062,21,353,1,1,2016
86063,24,452,6,3,2016
86064,24,462,6,2,2016
86065,17,227,0,2,2016
86066,16,287,4,1,2016
86067,25,443,5,3,2016
87001,2,68,1,0,2016
87002,14,393,4,5,2016
