elect_dist,republican,democratic,green,libertarian,year
26061,460,516,0,0,2024
26062,431,396,0,0,2024
26063,0,0,0,0,2024
26064,0,0,0,0,2024
26065,0,0,0,0,2024
26066,0,0,0,0,2024
27001,241,153,0,0,2024
27002,288,692,0,0,2024
27003,330,775,0,0,2024
27004,283,782,0,0,2024
27005,321,862,0,0,2024
27006,213,471,0,0,2024
27007,199,72,0,0,2024
27008,186,228,0,0,2024
27009,407,246,0,0,2024
27010,131,247,0,0,2024
27011,106,180,0,0,2024
27012,323,521,0,0,2024
27013,370,388,0,0,2024
27014,309,655,0,0,2024
27015,334,691,0,0,2024
27016,171,351,0,0,2024
27017,255,493,0,0,2024
27018,113,298,0,0,2024
27019,413,414,0,0,2024
27020,459,209,0,0,2024
27021,516,366,0,0,2024
27022,407,515,0,0,2024
27023,564,237,0,0,2024
27024,443,241,0,0,2024
27025,796,229,0,0,2024
27026,81,157,0,0,2024
27027,916,114,0,0,2024
27028,521,361,0,0,2024
27029,723,132,0,0,2024
27030,299,208,0,0,2024
27031,63,12,0,0,2024
27032,399,393,0,0,2024
27033,480,403,0,0,2024
27034,468,377,0,0,2024
27035,418,364,0,0,2024
27036,492,366,0,0,2024
27037,458,381,0,0,2024
27038,524,312,0,0,2024
27039,624,292,0,0,2024
27040,503,451,0,0,2024
27041,266,122,0,0,2024
27042,984,261,0,0,2024
27043,623,348,0,0,2024
27044,686,273,0,0,2024
27045,688,290,0,0,2024
27046,153,47,0,0,2024
27047,156,179,0,0,2024
27048,572,368,0,0,2024
27049,601,378,0,0,2024
27050,482,300,0,0,2024
27051,406,372,0,0,2024
27052,0,0,0,0,2024
27053,0,0,0,0,2024
27054,0,0,0,0,2024
27055,0,0,0,0,2024
27056,0,0,0,0,2024
27057,0,0,0,0,2024
27058,0,0,0,0,2024
27059,0,0,0,0,2024
27060,0,0,0,0,2024
27061,0,0,0,0,2024
27062,0,0,0,0,2024
27063,0,0,0,0,2024
27064,0,0,0,0,2024
27065,0,0,0,0,2024
27066,0,0,0,0,2024
27067,0,0,0,0,2024
27068,0,0,0,0,2024
28001,114,196,0,0,2024
28002,398,917,0,0,2024
28003,368,849,0,0,2024
28004,325,798,0,0,2024
28005,77,89,0,0,2024
28006,178,157,0,0,2024
28007,441,568,0,0,2024
28008,353,656,0,0,2024
28009,412,620,0,0,2024
28010,339,156,0,0,2024
28011,356,302,0,0,2024
28012,625,285,0,0,2024
28013,343,202,0,0,2024
28014,526,332,0,0,2024
28015,531,321,0,0,2024
28016,0,0,0,0,2024
28017,29,13,0,0,2024
28018,77,101,0,0,2024
28019,216,301,0,0,2024
28020,358,481,0,0,2024
28021,200,148,0,0,2024
28022,685,348,0,0,2024
28023,543,214,0,0,2024
28024,713,402,0,0,2024
28025,825,450,0,0,2024
28026,524,381,0,0,2024
28027,329,213,0,0,2024
28028,197,261,0,0,2024
28029,331,658,0,0,2024
28030,400,851,0,0,2024
28031,241,782,0,0,2024
28032,231,827,0,0,2024
28033,193,476,0,0,2024
28034,275,559,0,0,2024
28035,371,946,0,0,2024
28036,76,232,0,0,2024
28037,349,684,0,0,2024
28038,273,601,0,0,2024
28039,375,651,0,0,2024
28040,424,578,0,0,2024
28041,156,259,0,0,2024
28042,119,56,0,0,2024
28043,604,440,0,0,2024
28044,544,288,0,0,2024
28045,0,0,0,0,2024
28046,442,560,0,0,2024
28047,304,385,0,0,2024
28048,537,644,0,0,2024
28049,245,314,0,0,2024
28050,304,607,0,0,2024
28051,270,631,0,0,2024
28052,225,513,0,0,2024
28053,331,759,0,0,2024
28054,403,620,0,0,2024
28055,361,571,0,0,2024
28056,239,503,0,0,2024
28057,292,467,0,0,2024
28058,469,550,0,0,2024
28059,396,323,0,0,2024
28060,434,311,0,0,2024
28061,531,247,0,0,2024
28062,416,702,0,0,2024
28063,0,0,0,0,2024
28064,58,56,0,0,2024
28065,181,179,0,0,2024
28066,441,286,0,0,2024
28067,109,70,0,0,2024
28068,131,82,0,0,2024
28069,59,156,0,0,2024
28070,0,0,0,0,2024
28071,52,96,0,0,2024
28072,0,0,0,0,2024
28073,0,0,0,0,2024
29001,91,922,0,0,2024
29002,84,878,0,0,2024
29003,87,825,0,0,2024
29004,89,847,0,0,2024
29005,99,821,0,0,2024
29006,118,817,0,0,2024
29007,91,615,0,0,2024
29008,65,604,0,0,2024
29009,43,518,0,0,2024
29010,60,1032,0,0,2024
29011,60,918,0,0,2024
29012,79,888,0,0,2024
29013,61,930,0,0,2024
29014,83,864,0,0,2024
29015,12,126,0,0,2024
29016,14,184,0,0,2024
29017,66,546,0,0,2024
29018,75,924,0,0,2024
29019,66,911,0,0,2024
29020,51,715,0,0,2024
29021,72,895,0,0,2024
29022,42,787,0,0,2024
29023,64,992,0,0,2024
29024,9,85,0,0,2024
29025,75,779,0,0,2024
29026,17,162,0,0,2024
29027,76,858,0,0,2024
29028,71,862,0,0,2024
29029,115,953,0,0,2024
29030,110,859,0,0,2024
29031,46,555,0,0,2024
29032,40,426,0,0,2024
29033,50,455,0,0,2024
29034,73,771,0,0,2024
29035,85,562,0,0,2024
29036,76,680,0,0,2024
29037,58,711,0,0,2024
29038,64,624,0,0,2024
29039,134,729,0,0,2024
29040,111,711,0,0,2024
29041,154,602,0,0,2024
29042,36,50,0,0,2024
29043,253,484,0,0,2024
29044,261,419,0,0,2024
29045,260,584,0,0,2024
29046,110,280,0,0,2024
29047,113,210,0,0,2024
29048,269,511,0,0,2024
29049,63,169,0,0,2024
29050,255,734,0,0,2024
29051,298,612,0,0,2024
29052,117,246,0,0,2024
29053,195,305,0,0,2024
29054,266,365,0,0,2024
29055,230,399,0,0,2024
29056,148,584,0,0,2024
29057,68,319,0,0,2024
29058,251,654,0,0,2024
29059,129,282,0,0,2024
29060,269,558,0,0,2024
29061,6,59,0,0,2024
29062,0,0,0,0,2024
29063,188,272,0,0,2024
29064,2,72,0,0,2024
29065,143,286,0,0,2024
30001,0,0,0,0,2024
30002,91,92,0,0,2024
30003,45,114,0,0,2024
30004,229,328,0,0,2024
30005,632,463,0,0,2024
30006,640,480,0,0,2024
30007,222,201,0,0,2024
30008,507,349,0,0,2024
30009,267,265,0,0,2024
30010,565,384,0,0,2024
30011,288,329,0,0,2024
30012,123,193,0,0,2024
30013,439,597,0,0,2024
30014,49,87,0,0,2024
30015,57,61,0,0,2024
30016,402,442,0,0,2024
30017,157,120,0,0,2024
30018,42,126,0,0,2024
30019,200,330,0,0,2024
30020,205,308,0,0,2024
30021,374,565,0,0,2024
30022,353,585,0,0,2024
30023,218,299,0,0,2024
30024,394,578,0,0,2024
30025,359,458,0,0,2024
30026,0,0,0,0,2024
30027,396,368,0,0,2024
30028,128,150,0,0,2024
30029,11,16,0,0,2024
30030,429,485,0,0,2024
30031,321,426,0,0,2024
30032,52,42,0,0,2024
30033,209,324,0,0,2024
30034,200,194,0,0,2024
30035,302,534,0,0,2024
30036,403,491,0,0,2024
30037,276,310,0,0,2024
30038,296,345,0,0,2024
30039,310,352,0,0,2024
30040,344,518,0,0,2024
30041,375,499,0,0,2024
30042,188,346,0,0,2024
30043,149,260,0,0,2024
30044,55,84,0,0,2024
30045,221,370,0,0,2024
30046,333,429,0,0,2024
30047,224,328,0,0,2024
30048,186,250,0,0,2024
30049,295,476,0,0,2024
30050,315,410,0,0,2024
30051,256,414,0,0,2024
30052,153,252,0,0,2024
30053,226,303,0,0,2024
30054,143,217,0,0,2024
30055,258,330,0,0,2024
30056,258,380,0,0,2024
30057,0,0,0,0,2024
30058,0,0,0,0,2024
30059,0,0,0,0,2024
30060,49,74,0,0,2024
31001,131,718,0,0,2024
31002,160,529,0,0,2024
31003,92,466,0,0,2024
31004,132,543,0,0,2024
31005,83,621,0,0,2024
31006,85,402,0,0,2024
31007,61,273,0,0,2024
31008,118,697,0,0,2024
31009,53,343,0,0,2024
31010,97,375,0,0,2024
31011,116,456,0,0,2024
31012,80,609,0,0,2024
31013,37,260,0,0,2024
31014,74,591,0,0,2024
31015,145,799,0,0,2024
31016,185,590,0,0,2024
31017,4,13,0,0,2024
31018,69,328,0,0,2024
31019,8,19,0,0,2024
31020,164,770,0,0,2024
31021,360,484,0,0,2024
31022,73,621,0,0,2024
31023,72,893,0,0,2024
31024,52,269,0,0,2024
31025,87,725,0,0,2024
31026,70,747,0,0,2024
31027,66,812,0,0,2024
31028,56,687,0,0,2024
31029,56,646,0,0,2024
31030,42,347,0,0,2024
31031,53,440,0,0,2024
31032,93,795,0,0,2024
31033,111,216,0,0,2024
31034,96,681,0,0,2024
31035,42,555,0,0,2024
31036,24,182,0,0,2024
31037,137,647,0,0,2024
31038,133,399,0,0,2024
31039,105,299,0,0,2024
31040,9,14,0,0,2024
31041,179,503,0,0,2024
31042,96,167,0,0,2024
31043,265,471,0,0,2024
31044,211,389,0,0,2024
31045,231,463,0,0,2024
31046,189,444,0,0,2024
31047,105,159,0,0,2024
31048,99,204,0,0,2024
31049,20,57,0,0,2024
31050,228,400,0,0,2024
31051,197,391,0,0,2024
31052,190,355,0,0,2024
31053,204,339,0,0,2024
31054,183,553,0,0,2024
31055,211,444,0,0,2024
31056,199,456,0,0,2024
31057,397,511,0,0,2024
31058,360,528,0,0,2024
31059,0,0,0,0,2024
31060,0,0,0,0,2024
31061,0,0,0,0,2024
31062,0,0,0,0,2024
31063,0,0,0,0,2024
31064,0,0,0,0,2024
32001,29,49,0,0,2024
32002,49,92,0,0,2024
32003,240,531,0,0,2024
32004,154,275,0,0,2024
32005,177,525,0,0,2024
32006,9,17,0,0,2024
32007,168,559,0,0,2024
32008,407,469,0,0,2024
32009,183,426,0,0,2024
32010,155,317,0,0,2024
32011,12,44,0,0,2024
32012,102,416,0,0,2024
32013,5,41,0,0,2024
32014,11,58,0,0,2024
32015,312,367,0,0,2024
32016,19,143,0,0,2024
32017,180,449,0,0,2024
32018,48,128,0,0,2024
32019,192,445,0,0,2024
32020,137,460,0,0,2024
32021,156,638,0,0,2024
32022,183,692,0,0,2024
32023,118,510,0,0,2024
32024,114,497,0,0,2024
32025,107,542,0,0,2024
32026,187,648,0,0,2024
32027,140,632,0,0,2024
32028,110,584,0,0,2024
32029,66,419,0,0,2024
32030,102,481,0,0,2024
32031,77,502,0,0,2024
32032,105,593,0,0,2024
32033,12,224,0,0,2024
32034,63,736,0,0,2024
32035,37,290,0,0,2024
32036,58,461,0,0,2024
32037,149,741,0,0,2024
32038,132,573,0,0,2024
32039,115,527,0,0,2024
32040,83,507,0,0,2024
32041,53,375,0,0,2024
32042,115,576,0,0,2024
32043,168,664,0,0,2024
32044,32,400,0,0,2024
32045,121,408,0,0,2024
32046,74,504,0,0,2024
32047,48,568,0,0,2024
32048,74,753,0,0,2024
32049,43,465,0,0,2024
32050,93,736,0,0,2024
32051,81,764,0,0,2024
32052,0,4,0,0,2024
32053,43,940,0,0,2024
32054,50,836,0,0,2024
32055,37,580,0,0,2024
32056,53,524,0,0,2024
32057,38,585,0,0,2024
32058,29,560,0,0,2024
32059,31,541,0,0,2024
32060,34,577,0,0,2024
32061,29,558,0,0,2024
32062,52,590,0,0,2024
32063,58,441,0,0,2024
32064,56,480,0,0,2024
32065,81,569,0,0,2024
32066,30,169,0,0,2024
32067,123,514,0,0,2024
32068,115,441,0,0,2024
32069,0,0,0,0,2024
33001,528,476,0,0,2024
33002,548,545,0,0,2024
33003,485,474,0,0,2024
33004,429,440,0,0,2024
33005,376,442,0,0,2024
33006,558,506,0,0,2024
33007,327,411,0,0,2024
33008,499,503,0,0,2024
33009,433,449,0,0,2024
33010,390,588,0,0,2024
33011,187,310,0,0,2024
33012,220,541,0,0,2024
33013,23,76,0,0,2024
33014,333,466,0,0,2024
33015,229,471,0,0,2024
33016,309,480,0,0,2024
33017,329,621,0,0,2024
33018,221,512,0,0,2024
33019,195,411,0,0,2024
33020,257,480,0,0,2024
33021,265,616,0,0,2024
33022,110,267,0,0,2024
33023,258,703,0,0,2024
33024,47,110,0,0,2024
33025,88,253,0,0,2024
33026,35,91,0,0,2024
33027,141,626,0,0,2024
33028,61,277,0,0,2024
33029,143,738,0,0,2024
33030,118,872,0,0,2024
33031,78,705,0,0,2024
33032,86,930,0,0,2024
33033,40,553,0,0,2024
33034,72,820,0,0,2024
33035,54,954,0,0,2024
33036,59,897,0,0,2024
33037,60,874,0,0,2024
33038,60,736,0,0,2024
33039,62,656,0,0,2024
33040,41,576,0,0,2024
33041,43,496,0,0,2024
33042,79,803,0,0,2024
33043,27,448,0,0,2024
33044,77,930,0,0,2024
33045,58,755,0,0,2024
33046,92,930,0,0,2024
33047,64,730,0,0,2024
33048,60,729,0,0,2024
33049,38,367,0,0,2024
33050,91,847,0,0,2024
33051,132,870,0,0,2024
33052,122,886,0,0,2024
33053,91,665,0,0,2024
33054,89,633,0,0,2024
33055,108,601,0,0,2024
33056,98,848,0,0,2024
33057,83,591,0,0,2024
33058,131,646,0,0,2024
33059,46,435,0,0,2024
33060,95,632,0,0,2024
33061,124,681,0,0,2024
33062,36,384,0,0,2024
33063,81,432,0,0,2024
33064,2,3,0,0,2024
33065,117,671,0,0,2024
34001,376,692,0,0,2024
34002,127,106,0,0,2024
34003,238,415,0,0,2024
34004,191,570,0,0,2024
34005,172,399,0,0,2024
34006,40,38,0,0,2024
34007,248,616,0,0,2024
34008,307,703,0,0,2024
34009,313,514,0,0,2024
34010,371,391,0,0,2024
34011,195,237,0,0,2024
34012,342,912,0,0,2024
34013,396,896,0,0,2024
34014,417,717,0,0,2024
34015,233,190,0,0,2024
34016,196,175,0,0,2024
34017,370,550,0,0,2024
34018,279,555,0,0,2024
34019,334,730,0,0,2024
34020,363,746,0,0,2024
34021,145,537,0,0,2024
34022,125,250,0,0,2024
34023,123,255,0,0,2024
34024,307,607,0,0,2024
34025,343,638,0,0,2024
34026,0,1,0,0,2024
34027,335,317,0,0,2024
34028,223,221,0,0,2024
34029,248,254,0,0,2024
34030,309,299,0,0,2024
34031,386,417,0,0,2024
34032,251,279,0,0,2024
34033,159,196,0,0,2024
34034,251,396,0,0,2024
34035,245,235,0,0,2024
34036,381,458,0,0,2024
34037,170,211,0,0,2024
34038,144,203,0,0,2024
34039,296,514,0,0,2024
34040,391,595,0,0,2024
34041,301,597,0,0,2024
34042,246,373,0,0,2024
34043,277,390,0,0,2024
34044,371,450,0,0,2024
34045,202,234,0,0,2024
34046,351,601,0,0,2024
34047,328,490,0,0,2024
34048,171,360,0,0,2024
34049,144,294,0,0,2024
34050,63,82,0,0,2024
34051,330,475,0,0,2024
34052,381,544,0,0,2024
34053,12,19,0,0,2024
34054,324,276,0,0,2024
34055,115,115,0,0,2024
34056,371,317,0,0,2024
34057,0,0,0,0,2024
34058,0,0,0,0,2024
34059,0,0,0,0,2024
34060,68,74,0,0,2024
34061,34,28,0,0,2024
35001,405,340,0,0,2024
35002,232,242,0,0,2024
35003,207,248,0,0,2024
35004,188,334,0,0,2024
35005,210,383,0,0,2024
35006,235,427,0,0,2024
35007,333,605,0,0,2024
35008,257,609,0,0,2024
35009,447,380,0,0,2024
35010,149,228,0,0,2024
35011,186,275,0,0,2024
35012,282,423,0,0,2024
35013,300,368,0,0,2024
35014,264,433,0,0,2024
35015,267,395,0,0,2024
35016,240,511,0,0,2024
35017,325,315,0,0,2024
35018,250,191,0,0,2024
35019,189,208,0,0,2024
35020,130,147,0,0,2024
35021,84,142,0,0,2024
35022,338,310,0,0,2024
35023,204,260,0,0,2024
35024,228,326,0,0,2024
35025,201,447,0,0,2024
35026,236,481,0,0,2024
35027,98,129,0,0,2024
35028,50,70,0,0,2024
35029,153,269,0,0,2024
35030,288,488,0,0,2024
35031,338,221,0,0,2024
35032,188,456,0,0,2024
35033,171,549,0,0,2024
35034,207,455,0,0,2024
35035,182,464,0,0,2024
35036,208,482,0,0,2024
35037,169,257,0,0,2024
35038,341,353,0,0,2024
35039,449,420,0,0,2024
35040,360,355,0,0,2024
35041,476,380,0,0,2024
35042,556,375,0,0,2024
35043,208,146,0,0,2024
35044,124,261,0,0,2024
35045,354,172,0,0,2024
35046,203,296,0,0,2024
35047,0,0,0,0,2024
35048,62,86,0,0,2024
35049,426,310,0,0,2024
35050,0,0,0,0,2024
35051,0,0,0,0,2024
35052,0,0,0,0,2024
35053,0,0,0,0,2024
35054,0,0,0,0,2024
35055,0,0,0,0,2024
35056,0,0,0,0,2024
35057,0,0,0,0,2024
35058,0,0,0,0,2024
35059,0,0,0,0,2024
35060,0,0,0,0,2024
35061,0,0,0,0,2024
35062,0,0,0,0,2024
35063,0,0,0,0,2024
35064,0,0,0,0,2024
35065,0,0,0,0,2024
36001,321,449,0,0,2024
36002,89,307,0,0,2024
36003,427,766,0,0,2024
36004,258,533,0,0,2024
36005,376,802,0,0,2024
36006,105,489,0,0,2024
36007,178,719,0,0,2024
36008,255,553,0,0,2024
36009,154,482,0,0,2024
36010,272,822,0,0,2024
36011,104,363,0,0,2024
36012,155,625,0,0,2024
36013,268,649,0,0,2024
36014,279,702,0,0,2024
36015,65,318,0,0,2024
36016,189,595,0,0,2024
36017,236,757,0,0,2024
36018,115,385,0,0,2024
36019,188,825,0,0,2024
36020,229,838,0,0,2024
36021,196,763,0,0,2024
36022,238,837,0,0,2024
36023,244,749,0,0,2024
36024,211,536,0,0,2024
36025,259,833,0,0,2024
36026,152,493,0,0,2024
36027,81,229,0,0,2024
36028,326,761,0,0,2024
36029,49,113,0,0,2024
36030,151,375,0,0,2024
36031,150,449,0,0,2024
36032,158,587,0,0,2024
36033,32,62,0,0,2024
36034,28,54,0,0,2024
36035,121,842,0,0,2024
36036,226,1111,0,0,2024
36037,70,580,0,0,2024
36038,186,459,0,0,2024
36039,154,473,0,0,2024
36040,179,502,0,0,2024
36041,187,972,0,0,2024
36042,120,632,0,0,2024
36043,237,615,0,0,2024
36044,227,733,0,0,2024
36045,137,352,0,0,2024
36046,190,579,0,0,2024
36047,156,518,0,0,2024
36048,56,140,0,0,2024
36049,18,50,0,0,2024
36050,36,60,0,0,2024
36051,137,230,0,0,2024
36052,74,157,0,0,2024
36053,61,237,0,0,2024
36054,190,659,0,0,2024
36055,256,686,0,0,2024
36056,302,905,0,0,2024
36057,217,721,0,0,2024
36058,118,455,0,0,2024
36059,159,553,0,0,2024
36060,172,461,0,0,2024
36061,191,499,0,0,2024
36062,200,699,0,0,2024
36063,264,860,0,0,2024
36064,160,355,0,0,2024
36065,268,716,0,0,2024
36066,29,110,0,0,2024
36067,13,58,0,0,2024
36068,0,0,0,0,2024
36069,0,0,0,0,2024
36070,0,0,0,0,2024
37001,137,874,0,0,2024
37002,170,1027,0,0,2024
37003,172,1011,0,0,2024
37004,115,567,0,0,2024
37005,98,658,0,0,2024
37006,187,1023,0,0,2024
37007,136,812,0,0,2024
37008,220,1216,0,0,2024
37009,61,454,0,0,2024
37010,3,13,0,0,2024
37011,150,112,0,0,2024
37012,189,609,0,0,2024
37013,45,61,0,0,2024
37014,316,558,0,0,2024
37015,110,143,0,0,2024
37016,195,255,0,0,2024
37017,317,357,0,0,2024
37018,306,442,0,0,2024
37019,268,556,0,0,2024
37020,230,608,0,0,2024
37021,197,648,0,0,2024
37022,256,715,0,0,2024
37023,166,527,0,0,2024
37024,296,651,0,0,2024
37025,159,550,0,0,2024
37026,216,532,0,0,2024
37027,278,768,0,0,2024
37028,262,785,0,0,2024
37029,225,587,0,0,2024
37030,325,586,0,0,2024
37031,288,598,0,0,2024
37032,112,271,0,0,2024
37033,175,456,0,0,2024
37034,8,12,0,0,2024
37035,201,865,0,0,2024
37036,402,967,0,0,2024
37037,130,317,0,0,2024
37038,0,0,0,0,2024
37039,520,242,0,0,2024
37040,635,324,0,0,2024
37041,15,27,0,0,2024
37042,0,0,0,0,2024
37043,420,514,0,0,2024
37044,236,387,0,0,2024
37045,28,28,0,0,2024
37046,78,43,0,0,2024
37047,578,442,0,0,2024
37048,503,366,0,0,2024
37049,296,185,0,0,2024
37050,566,412,0,0,2024
37051,618,438,0,0,2024
37052,409,470,0,0,2024
37053,399,466,0,0,2024
37054,266,478,0,0,2024
37055,228,381,0,0,2024
37056,181,437,0,0,2024
37057,271,486,0,0,2024
37058,169,257,0,0,2024
37059,112,340,0,0,2024
37060,80,232,0,0,2024
37061,183,361,0,0,2024
37062,159,214,0,0,2024
37063,343,671,0,0,2024
37064,217,469,0,0,2024
37065,187,491,0,0,2024
37066,0,0,0,0,2024
37067,0,0,0,0,2024
37068,0,0,0,0,2024
37069,0,0,0,0,2024
37070,0,0,0,0,2024
37071,0,0,0,0,2024
38001,208,510,0,0,2024
38002,246,613,0,0,2024
38003,196,607,0,0,2024
38004,161,615,0,0,2024
38005,105,171,0,0,2024
38006,297,547,0,0,2024
38007,281,691,0,0,2024
38008,4,1,0,0,2024
38009,452,484,0,0,2024
38010,385,470,0,0,2024
38011,416,340,0,0,2024
38012,436,427,0,0,2024
38013,156,132,0,0,2024
38014,619,464,0,0,2024
38015,605,410,0,0,2024
38016,58,49,0,0,2024
38017,546,431,0,0,2024
38018,208,261,0,0,2024
38019,319,374,0,0,2024
38020,399,487,0,0,2024
38021,288,375,0,0,2024
38022,124,232,0,0,2024
38023,294,465,0,0,2024
38024,287,386,0,0,2024
38025,122,224,0,0,2024
38026,324,400,0,0,2024
38027,140,143,0,0,2024
38028,375,455,0,0,2024
38029,274,343,0,0,2024
38030,350,442,0,0,2024
38031,159,238,0,0,2024
38032,402,471,0,0,2024
38033,391,477,0,0,2024
38034,321,464,0,0,2024
38035,303,395,0,0,2024
38036,252,353,0,0,2024
38037,309,377,0,0,2024
38038,193,234,0,0,2024
38039,240,271,0,0,2024
38040,164,198,0,0,2024
38041,205,240,0,0,2024
38042,69,147,0,0,2024
38043,1,9,0,0,2024
38044,106,302,0,0,2024
38045,141,209,0,0,2024
38046,402,525,0,0,2024
38047,399,513,0,0,2024
38048,388,492,0,0,2024
38049,107,169,0,0,2024
38050,307,410,0,0,2024
38051,296,461,0,0,2024
38052,105,97,0,0,2024
38053,388,321,0,0,2024
38054,0,0,0,0,2024
39001,322,716,0,0,2024
39002,179,820,0,0,2024
39003,296,653,0,0,2024
39004,346,668,0,0,2024
39005,240,559,0,0,2024
39006,200,896,0,0,2024
39007,338,696,0,0,2024
39008,386,831,0,0,2024
39009,103,325,0,0,2024
39010,147,206,0,0,2024
39011,31,22,0,0,2024
39012,189,271,0,0,2024
39013,145,168,0,0,2024
39014,258,302,0,0,2024
39015,411,441,0,0,2024
39016,26,42,0,0,2024
39017,143,213,0,0,2024
39018,330,476,0,0,2024
39019,405,466,0,0,2024
39020,75,117,0,0,2024
39021,214,238,0,0,2024
39022,258,327,0,0,2024
39023,271,274,0,0,2024
39024,122,112,0,0,2024
39025,178,232,0,0,2024
39026,321,322,0,0,2024
39027,76,77,0,0,2024
39028,592,410,0,0,2024
39029,179,161,0,0,2024
39030,338,318,0,0,2024
39031,269,269,0,0,2024
39032,404,378,0,0,2024
39033,323,252,0,0,2024
39034,318,345,0,0,2024
39035,335,339,0,0,2024
39036,219,227,0,0,2024
39037,128,195,0,0,2024
39038,161,171,0,0,2024
39039,288,321,0,0,2024
39040,34,38,0,0,2024
39041,359,453,0,0,2024
39042,205,225,0,0,2024
39043,218,176,0,0,2024
39044,283,283,0,0,2024
39045,300,310,0,0,2024
39046,588,420,0,0,2024
39047,304,233,0,0,2024
39048,128,230,0,0,2024
39049,284,334,0,0,2024
39050,71,102,0,0,2024
39051,477,232,0,0,2024
39052,100,102,0,0,2024
39053,25,24,0,0,2024
39054,86,83,0,0,2024
39055,38,31,0,0,2024
40001,398,357,0,0,2024
40002,216,172,0,0,2024
40003,188,209,0,0,2024
40004,312,321,0,0,2024
40005,240,220,0,0,2024
40006,182,141,0,0,2024
40007,297,361,0,0,2024
40008,399,359,0,0,2024
40009,348,404,0,0,2024
40010,210,230,0,0,2024
40011,233,303,0,0,2024
40012,351,305,0,0,2024
40013,137,161,0,0,2024
40014,110,212,0,0,2024
40015,230,229,0,0,2024
40016,287,308,0,0,2024
40017,153,187,0,0,2024
40018,309,251,0,0,2024
40019,276,269,0,0,2024
40020,359,380,0,0,2024
40021,294,382,0,0,2024
40022,155,164,0,0,2024
40023,350,433,0,0,2024
40024,210,271,0,0,2024
40025,0,0,0,0,2024
40026,299,478,0,0,2024
40027,457,420,0,0,2024
40028,521,543,0,0,2024
40029,327,423,0,0,2024
40030,227,389,0,0,2024
40031,235,313,0,0,2024
40032,202,186,0,0,2024
40033,273,320,0,0,2024
40034,199,215,0,0,2024
40035,150,92,0,0,2024
40036,25,32,0,0,2024
40037,578,343,0,0,2024
40038,412,230,0,0,2024
40039,247,160,0,0,2024
40040,452,230,0,0,2024
40041,538,309,0,0,2024
40042,8,12,0,0,2024
40043,354,335,0,0,2024
40044,142,145,0,0,2024
40045,313,258,0,0,2024
40046,162,156,0,0,2024
40047,713,323,0,0,2024
40048,84,77,0,0,2024
40049,0,0,0,0,2024
41001,75,793,0,0,2024
41002,56,692,0,0,2024
41003,38,532,0,0,2024
41004,58,875,0,0,2024
41005,58,565,0,0,2024
41006,55,621,0,0,2024
41007,77,725,0,0,2024
41008,64,606,0,0,2024
41009,50,789,0,0,2024
41010,42,513,0,0,2024
41011,63,697,0,0,2024
41012,264,280,0,0,2024
41013,91,438,0,0,2024
41014,652,114,0,0,2024
41015,141,132,0,0,2024
41016,188,315,0,0,2024
41017,92,492,0,0,2024
41018,60,518,0,0,2024
41019,129,578,0,0,2024
41020,146,62,0,0,2024
41021,176,123,0,0,2024
41022,769,311,0,0,2024
41023,611,148,0,0,2024
41024,554,245,0,0,2024
41025,520,245,0,0,2024
41026,658,305,0,0,2024
41027,550,292,0,0,2024
41028,461,191,0,0,2024
41029,555,107,0,0,2024
41030,567,119,0,0,2024
41031,325,124,0,0,2024
41032,277,510,0,0,2024
41033,616,296,0,0,2024
41034,726,322,0,0,2024
41035,613,133,0,0,2024
41036,302,118,0,0,2024
41037,333,162,0,0,2024
41038,104,72,0,0,2024
41039,287,122,0,0,2024
41040,392,227,0,0,2024
41041,759,159,0,0,2024
41042,459,238,0,0,2024
41043,420,239,0,0,2024
41044,349,205,0,0,2024
41045,463,331,0,0,2024
41046,342,193,0,0,2024
41047,302,263,0,0,2024
41048,312,294,0,0,2024
41049,153,430,0,0,2024
41050,145,371,0,0,2024
41051,82,244,0,0,2024
41052,626,466,0,0,2024
41053,121,135,0,0,2024
41054,114,83,0,0,2024
41055,407,260,0,0,2024
41056,407,213,0,0,2024
41057,394,172,0,0,2024
41058,555,262,0,0,2024
41059,227,101,0,0,2024
41060,304,122,0,0,2024
41061,470,216,0,0,2024
41062,0,0,0,0,2024
41063,723,283,0,0,2024
41064,554,235,0,0,2024
41065,195,66,0,0,2024
41066,365,164,0,0,2024
41067,344,148,0,0,2024
41068,95,110,0,0,2024
41069,166,58,0,0,2024
41070,238,70,0,0,2024
41071,520,102,0,0,2024
41072,0,0,0,0,2024
41073,0,0,0,0,2024
41074,0,0,0,0,2024
42001,12,35,0,0,2024
42002,44,602,0,0,2024
42003,38,799,0,0,2024
42004,47,748,0,0,2024
42005,72,699,0,0,2024
42006,125,794,0,0,2024
42007,78,907,0,0,2024
42008,49,449,0,0,2024
42009,55,769,0,0,2024
42010,79,843,0,0,2024
42011,68,821,0,0,2024
42012,56,799,0,0,2024
42013,66,881,0,0,2024
42014,63,688,0,0,2024
42015,58,822,0,0,2024
42016,60,701,0,0,2024
42017,54,744,0,0,2024
42018,54,572,0,0,2024
42019,85,826,0,0,2024
42020,49,790,0,0,2024
42021,73,725,0,0,2024
42022,99,678,0,0,2024
42023,88,815,0,0,2024
42024,60,767,0,0,2024
42025,40,696,0,0,2024
42026,33,633,0,0,2024
42027,35,229,0,0,2024
42028,1,38,0,0,2024
42029,61,762,0,0,2024
